Datetime,Round,GoldBar_Buy,GoldBar_Sell,Ornament_Base,Ornament_Sell,Gold_Spot,THB_Rate,Change,Month,Year
30/01/2564 09:25,1.0,26100.0,26200.0,25635.56,26700.0,1847.5,29.94,50.0,มกราคม,2564
29/01/2564 16:05,4.0,26150.0,26250.0,25681.04,26750.0,1850.5,29.95,50.0,มกราคม,2564
29/01/2564 14:15,3.0,26100.0,26200.0,25635.56,26700.0,1845.0,29.99,50.0,มกราคม,2564
29/01/2564 13:54,2.0,26150.0,26250.0,25681.04,26750.0,1850.0,29.99,50.0,มกราคม,2564
29/01/2564 09:26,1.0,26100.0,26200.0,25635.56,26700.0,1843.0,30.0,0.0,มกราคม,2564
28/01/2564 16:03,2.0,26100.0,26200.0,25635.56,26700.0,1840.5,30.06,50.0,มกราคม,2564
28/01/2564 09:22,1.0,26050.0,26150.0,25574.92,26650.0,1838.5,30.03,50.0,มกราคม,2564
27/01/2564 16:18,3.0,26100.0,26200.0,25635.56,26700.0,1845.0,29.98,50.0,มกราคม,2564
27/01/2564 09:48,2.0,26150.0,26250.0,25681.04,26750.0,1847.5,30.0,50.0,มกราคม,2564
27/01/2564 09:25,1.0,26100.0,26200.0,25635.56,26700.0,1845.0,29.99,150.0,มกราคม,2564
26/01/2564 15:21,5.0,26250.0,26350.0,25772.0,26850.0,1855.0,30.0,50.0,มกราคม,2564
26/01/2564 14:46,4.0,26200.0,26300.0,25726.52,26800.0,1851.5,30.01,50.0,มกราคม,2564
26/01/2564 12:22,3.0,26250.0,26350.0,25772.0,26850.0,1856.0,30.0,50.0,มกราคม,2564
26/01/2564 10:05,2.0,26300.0,26400.0,25832.64,26900.0,1861.0,29.97,50.0,มกราคม,2564
26/01/2564 09:28,1.0,26250.0,26350.0,25772.0,26850.0,1858.5,29.97,50.0,มกราคม,2564
25/01/2564 13:29,2.0,26200.0,26300.0,25726.52,26800.0,1852.0,29.99,50.0,มกราคม,2564
25/01/2564 09:24,1.0,26250.0,26350.0,25772.0,26850.0,1856.0,30.0,0.0,มกราคม,2564
23/01/2564 09:19,1.0,26250.0,26350.0,25772.0,26850.0,1855.5,30.02,100.0,มกราคม,2564
22/01/2564 09:24,1.0,26350.0,26450.0,25878.12,26950.0,1864.0,29.98,50.0,มกราคม,2564
21/01/2564 16:39,5.0,26400.0,26500.0,25923.6,27000.0,1869.5,29.95,50.0,มกราคม,2564
21/01/2564 15:51,4.0,26450.0,26550.0,25969.08,27050.0,1872.0,29.97,50.0,มกราคม,2564
21/01/2564 14:31,3.0,26400.0,26500.0,25923.6,27000.0,1869.5,29.95,50.0,มกราคม,2564
21/01/2564 12:34,2.0,26450.0,26550.0,25969.08,27050.0,1874.0,29.94,50.0,มกราคม,2564
21/01/2564 09:23,1.0,26400.0,26500.0,25923.6,27000.0,1869.0,29.96,150.0,มกราคม,2564
20/01/2564 16:11,3.0,26250.0,26350.0,25772.0,26850.0,1856.0,30.0,50.0,มกราคม,2564
20/01/2564 13:16,2.0,26200.0,26300.0,25726.52,26800.0,1852.5,29.99,50.0,มกราคม,2564
20/01/2564 09:26,1.0,26150.0,26250.0,25681.04,26750.0,1848.5,29.99,0.0,มกราคม,2564
19/01/2564 15:35,5.0,26150.0,26250.0,25681.04,26750.0,1844.0,30.07,50.0,มกราคม,2564
19/01/2564 13:56,4.0,26100.0,26200.0,25635.56,26700.0,1841.0,30.06,50.0,มกราคม,2564
19/01/2564 10:54,3.0,26050.0,26150.0,25574.92,26650.0,1837.0,30.06,50.0,มกราคม,2564
19/01/2564 10:16,2.0,26100.0,26200.0,25635.56,26700.0,1838.5,30.08,50.0,มกราคม,2564
19/01/2564 09:25,1.0,26150.0,26250.0,25681.04,26750.0,1843.5,30.08,100.0,มกราคม,2564
18/01/2564 16:04,5.0,26050.0,26150.0,25574.92,26650.0,1833.5,30.14,50.0,มกราคม,2564
18/01/2564 12:58,4.0,26100.0,26200.0,25635.56,26700.0,1838.0,30.12,50.0,มกราคม,2564
18/01/2564 12:35,3.0,26050.0,26150.0,25574.92,26650.0,1832.5,30.13,50.0,มกราคม,2564
18/01/2564 09:33,2.0,26000.0,26100.0,25529.44,26600.0,1829.0,30.12,50.0,มกราคม,2564
18/01/2564 09:26,1.0,25950.0,26050.0,25483.96,26550.0,1826.0,30.12,50.0,มกราคม,2564
16/01/2564 09:10,1.0,26000.0,26100.0,25529.44,26600.0,1828.5,30.11,250.0,มกราคม,2564
15/01/2564 15:22,6.0,26250.0,26350.0,25772.0,26850.0,1852.5,30.05,50.0,มกราคม,2564
15/01/2564 14:09,5.0,26200.0,26300.0,25726.52,26800.0,1850.5,30.01,50.0,มกราคม,2564
15/01/2564 13:53,4.0,26150.0,26250.0,25681.04,26750.0,1847.0,30.01,50.0,มกราคม,2564
15/01/2564 13:29,3.0,26200.0,26300.0,25726.52,26800.0,1850.5,30.01,50.0,มกราคม,2564
15/01/2564 12:53,2.0,26150.0,26250.0,25681.04,26750.0,1848.0,30.0,50.0,มกราคม,2564
15/01/2564 09:27,1.0,26200.0,26300.0,25726.52,26800.0,1852.5,30.0,100.0,มกราคม,2564
14/01/2564 14:59,8.0,26100.0,26200.0,25635.56,26700.0,1842.0,30.04,50.0,มกราคม,2564
14/01/2564 14:48,7.0,26050.0,26150.0,25574.92,26650.0,1838.0,30.04,50.0,มกราคม,2564
14/01/2564 13:19,6.0,26100.0,26200.0,25635.56,26700.0,1842.5,30.03,50.0,มกราคม,2564
14/01/2564 12:47,5.0,26150.0,26250.0,25681.04,26750.0,1846.5,30.03,50.0,มกราคม,2564
14/01/2564 09:55,4.0,26100.0,26200.0,25635.56,26700.0,1840.5,30.05,50.0,มกราคม,2564
14/01/2564 09:35,3.0,26050.0,26150.0,25574.92,26650.0,1837.0,30.06,50.0,มกราคม,2564
14/01/2564 09:30,2.0,26100.0,26200.0,25635.56,26700.0,1841.0,30.04,50.0,มกราคม,2564
14/01/2564 09:23,1.0,26150.0,26250.0,25681.04,26750.0,1845.0,30.02,100.0,มกราคม,2564
13/01/2564 16:25,3.0,26250.0,26350.0,25772.0,26850.0,1852.5,30.04,50.0,มกราคม,2564
13/01/2564 12:40,2.0,26300.0,26400.0,25832.64,26900.0,1858.0,30.01,50.0,มกราคม,2564
13/01/2564 09:26,1.0,26350.0,26450.0,25878.12,26950.0,1862.0,30.02,100.0,มกราคม,2564
12/01/2564 16:55,6.0,26450.0,26550.0,25969.08,27050.0,1862.0,30.11,50.0,มกราคม,2564
12/01/2564 15:47,5.0,26400.0,26500.0,25923.6,27000.0,1855.0,30.17,50.0,มกราคม,2564
12/01/2564 13:46,4.0,26450.0,26550.0,25969.08,27050.0,1859.0,30.17,50.0,มกราคม,2564
12/01/2564 12:42,3.0,26400.0,26500.0,25923.6,27000.0,1855.0,30.18,50.0,มกราคม,2564
12/01/2564 11:17,2.0,26350.0,26450.0,25878.12,26950.0,1851.0,30.18,50.0,มกราคม,2564
12/01/2564 09:27,1.0,26300.0,26400.0,25832.64,26900.0,1847.5,30.19,0.0,มกราคม,2564
11/01/2564 15:54,16.0,26300.0,26400.0,25832.64,26900.0,1849.0,30.13,50.0,มกราคม,2564
11/01/2564 15:13,15.0,26350.0,26450.0,25878.12,26950.0,1853.0,30.15,50.0,มกราคม,2564
11/01/2564 15:04,14.0,26300.0,26400.0,25832.64,26900.0,1849.5,30.15,50.0,มกราคม,2564
11/01/2564 14:39,13.0,26250.0,26350.0,25772.0,26850.0,1844.5,30.16,50.0,มกราคม,2564
11/01/2564 14:09,12.0,26300.0,26400.0,25832.64,26900.0,1848.0,30.15,50.0,มกราคม,2564
11/01/2564 13:45,11.0,26250.0,26350.0,25772.0,26850.0,1843.5,30.16,50.0,มกราคม,2564
11/01/2564 13:31,10.0,26300.0,26400.0,25832.64,26900.0,1846.0,30.17,50.0,มกราคม,2564
11/01/2564 13:11,9.0,26250.0,26350.0,25772.0,26850.0,1841.5,30.18,50.0,มกราคม,2564
11/01/2564 12:37,8.0,26200.0,26300.0,25726.52,26800.0,1838.5,30.18,50.0,มกราคม,2564
11/01/2564 12:21,7.0,26150.0,26250.0,25681.04,26750.0,1835.0,30.18,50.0,มกราคม,2564
11/01/2564 11:48,6.0,26100.0,26200.0,25635.56,26700.0,1832.5,30.16,50.0,มกราคม,2564
11/01/2564 11:14,5.0,26050.0,26150.0,25574.92,26650.0,1829.0,30.16,50.0,มกราคม,2564
11/01/2564 10:22,4.0,26100.0,26200.0,25635.56,26700.0,1832.0,30.16,50.0,มกราคม,2564
11/01/2564 09:42,3.0,26150.0,26250.0,25681.04,26750.0,1835.5,30.18,50.0,มกราคม,2564
11/01/2564 09:34,2.0,26100.0,26200.0,25635.56,26700.0,1832.5,30.18,50.0,มกราคม,2564
11/01/2564 09:25,1.0,26050.0,26150.0,25574.92,26650.0,1828.5,30.18,300.0,มกราคม,2564
09/01/2564 09:24,1.0,26350.0,26450.0,25878.12,26950.0,1850.0,30.15,500.0,มกราคม,2564
08/01/2564 15:54,6.0,26850.0,26950.0,26363.24,27450.0,1889.5,30.09,50.0,มกราคม,2564
08/01/2564 15:11,5.0,26900.0,27000.0,26408.72,27500.0,1891.0,30.15,50.0,มกราคม,2564
08/01/2564 15:06,4.0,26950.0,27050.0,26469.36,27550.0,1895.0,30.14,50.0,มกราคม,2564
08/01/2564 15:02,3.0,26900.0,27000.0,26408.72,27500.0,1892.0,30.13,200.0,มกราคม,2564
08/01/2564 12:38,2.0,27100.0,27200.0,26605.8,27700.0,1909.0,30.08,50.0,มกราคม,2564
08/01/2564 09:24,1.0,27150.0,27250.0,26666.44,27750.0,1911.5,30.12,0.0,มกราคม,2564
07/01/2564 15:26,6.0,27150.0,27250.0,26666.44,27750.0,1921.5,29.96,50.0,มกราคม,2564
07/01/2564 15:08,5.0,27100.0,27200.0,26605.8,27700.0,1917.0,29.96,50.0,มกราคม,2564
07/01/2564 14:47,4.0,27150.0,27250.0,26666.44,27750.0,1921.0,29.96,50.0,มกราคม,2564
07/01/2564 13:45,3.0,27200.0,27300.0,26711.92,27800.0,1926.5,29.94,50.0,มกราคม,2564
07/01/2564 13:01,2.0,27150.0,27250.0,26666.44,27750.0,1921.0,29.95,50.0,มกราคม,2564
07/01/2564 09:24,1.0,27100.0,27200.0,26605.8,27700.0,1916.0,29.96,450.0,มกราคม,2564
06/01/2564 15:50,6.0,27550.0,27650.0,27060.6,28150.0,1955.0,29.89,50.0,มกราคม,2564
06/01/2564 15:28,5.0,27500.0,27600.0,26999.96,28100.0,1950.0,29.91,50.0,มกราคม,2564
06/01/2564 11:02,4.0,27450.0,27550.0,26954.48,28050.0,1943.0,29.96,50.0,มกราคม,2564
06/01/2564 10:20,3.0,27500.0,27600.0,26999.96,28100.0,1948.5,29.96,50.0,มกราคม,2564
06/01/2564 10:00,2.0,27450.0,27550.0,26954.48,28050.0,1943.5,29.97,50.0,มกราคม,2564
06/01/2564 09:24,1.0,27500.0,27600.0,26999.96,28100.0,1949.0,29.95,50.0,มกราคม,2564
05/01/2564 16:06,4.0,27450.0,27550.0,26954.48,28050.0,1943.5,29.97,50.0,มกราคม,2564
05/01/2564 14:31,3.0,27400.0,27500.0,26909.0,28000.0,1943.5,29.91,50.0,มกราคม,2564
05/01/2564 11:49,2.0,27350.0,27450.0,26863.52,27950.0,1940.0,29.91,50.0,มกราคม,2564
05/01/2564 09:26,1.0,27300.0,27400.0,26802.88,27900.0,1938.0,29.89,100.0,มกราคม,2564
04/01/2564 15:30,6.0,27200.0,27300.0,26711.92,27800.0,1934.0,29.86,50.0,มกราคม,2564
04/01/2564 15:20,5.0,27150.0,27250.0,26666.44,27750.0,1929.0,29.87,50.0,มกราคม,2564
04/01/2564 14:57,4.0,27100.0,27200.0,26605.8,27700.0,1923.5,29.89,50.0,มกราคม,2564
04/01/2564 13:27,3.0,27150.0,27250.0,26666.44,27750.0,1925.0,29.93,50.0,มกราคม,2564
04/01/2564 10:09,2.0,27100.0,27200.0,26605.8,27700.0,1921.5,29.93,50.0,มกราคม,2564
04/01/2564 09:28,1.0,27050.0,27150.0,26560.32,27650.0,1918.5,29.92,200.0,มกราคม,2564
02/01/2564 09:30,1.0,26850.0,26950.0,26363.24,27450.0,1898.5,30.02,0.0,มกราคม,2564
01/01/2564 09:25,1.0,26850.0,26950.0,26363.24,27450.0,1898.5,30.02,100.0,มกราคม,2564
27/02/2564 09:15,1.0,25000.0,25100.0,24544.04,25600.0,1735.0,30.48,250.0,กุมภาพันธ์,2564
26/02/2564 16:43,9.0,25250.0,25350.0,24801.76,25850.0,1764.0,30.33,50.0,กุมภาพันธ์,2564
26/02/2564 16:13,8.0,25300.0,25400.0,24847.24,25900.0,1768.0,30.3,50.0,กุมภาพันธ์,2564
26/02/2564 15:38,7.0,25250.0,25350.0,24801.76,25850.0,1764.5,30.28,50.0,กุมภาพันธ์,2564
26/02/2564 15:23,6.0,25200.0,25300.0,24741.12,25800.0,1760.5,30.31,50.0,กุมภาพันธ์,2564
26/02/2564 15:18,5.0,25250.0,25350.0,24801.76,25850.0,1762.0,30.33,50.0,กุมภาพันธ์,2564
26/02/2564 14:17,4.0,25200.0,25300.0,24741.12,25800.0,1758.0,30.34,50.0,กุมภาพันธ์,2564
26/02/2564 12:50,3.0,25250.0,25350.0,24801.76,25850.0,1760.5,30.36,50.0,กุมภาพันธ์,2564
26/02/2564 12:34,2.0,25300.0,25400.0,24847.24,25900.0,1764.5,30.36,50.0,กุมภาพันธ์,2564
26/02/2564 09:26,1.0,25350.0,25450.0,24892.72,25950.0,1773.5,30.3,150.0,กุมภาพันธ์,2564
25/02/2564 16:53,3.0,25500.0,25600.0,25044.32,26100.0,1792.5,30.15,50.0,กุมภาพันธ์,2564
25/02/2564 14:12,2.0,25450.0,25550.0,24998.84,26050.0,1793.5,30.08,50.0,กุมภาพันธ์,2564
25/02/2564 09:26,1.0,25500.0,25600.0,25044.32,26100.0,1800.0,30.04,100.0,กุมภาพันธ์,2564
24/02/2564 14:44,4.0,25600.0,25700.0,25135.28,26200.0,1806.5,30.05,50.0,กุมภาพันธ์,2564
24/02/2564 13:01,3.0,25650.0,25750.0,25180.76,26250.0,1809.5,30.05,50.0,กุมภาพันธ์,2564
24/02/2564 11:15,2.0,25600.0,25700.0,25135.28,26200.0,1808.0,30.03,50.0,กุมภาพันธ์,2564
24/02/2564 09:31,1.0,25650.0,25750.0,25180.76,26250.0,1813.0,30.03,50.0,กุมภาพันธ์,2564
23/02/2564 15:33,3.0,25600.0,25700.0,25135.28,26200.0,1807.5,30.03,50.0,กุมภาพันธ์,2564
23/02/2564 09:38,2.0,25650.0,25750.0,25180.76,26250.0,1815.0,29.99,50.0,กุมภาพันธ์,2564
23/02/2564 09:26,1.0,25600.0,25700.0,25135.28,26200.0,1811.0,29.99,150.0,กุมภาพันธ์,2564
22/02/2564 16:38,4.0,25450.0,25550.0,24998.84,26050.0,1796.0,30.05,50.0,กุมภาพันธ์,2564
22/02/2564 14:47,3.0,25400.0,25500.0,24938.2,26000.0,1793.5,30.04,50.0,กุมภาพันธ์,2564
22/02/2564 13:07,2.0,25350.0,25450.0,24892.72,25950.0,1789.5,30.02,50.0,กุมภาพันธ์,2564
22/02/2564 09:25,1.0,25300.0,25400.0,24847.24,25900.0,1786.0,30.01,50.0,กุมภาพันธ์,2564
20/02/2564 09:18,1.0,25250.0,25350.0,24801.76,25850.0,1783.5,30.0,150.0,กุมภาพันธ์,2564
19/02/2564 13:52,3.0,25100.0,25200.0,24650.16,25700.0,1770.0,30.04,50.0,กุมภาพันธ์,2564
19/02/2564 13:12,2.0,25150.0,25250.0,24695.64,25750.0,1774.0,30.04,50.0,กุมภาพันธ์,2564
19/02/2564 09:28,1.0,25100.0,25200.0,24650.16,25700.0,1768.0,30.04,200.0,กุมภาพันธ์,2564
18/02/2564 15:47,4.0,25300.0,25400.0,24847.24,25900.0,1785.0,30.02,50.0,กุมภาพันธ์,2564
18/02/2564 14:42,3.0,25250.0,25350.0,24801.76,25850.0,1781.0,30.02,50.0,กุมภาพันธ์,2564
18/02/2564 10:16,2.0,25300.0,25400.0,24847.24,25900.0,1785.0,30.02,50.0,กุมภาพันธ์,2564
18/02/2564 09:30,1.0,25250.0,25350.0,24801.76,25850.0,1781.5,30.03,50.0,กุมภาพันธ์,2564
17/02/2564 16:20,5.0,25300.0,25400.0,24847.24,25900.0,1785.5,30.0,50.0,กุมภาพันธ์,2564
17/02/2564 15:07,4.0,25350.0,25450.0,24892.72,25950.0,1787.5,30.03,50.0,กุมภาพันธ์,2564
17/02/2564 13:51,3.0,25400.0,25500.0,24938.2,26000.0,1793.0,30.0,50.0,กุมภาพันธ์,2564
17/02/2564 12:49,2.0,25350.0,25450.0,24892.72,25950.0,1790.5,29.99,50.0,กุมภาพันธ์,2564
17/02/2564 09:29,1.0,25400.0,25500.0,24938.2,26000.0,1793.5,29.98,300.0,กุมภาพันธ์,2564
16/02/2564 09:28,1.0,25700.0,25800.0,25241.4,26300.0,1825.0,29.87,50.0,กุมภาพันธ์,2564
15/02/2564 14:08,3.0,25650.0,25750.0,25180.76,26250.0,1819.5,29.89,50.0,กุมภาพันธ์,2564
15/02/2564 11:35,2.0,25700.0,25800.0,25241.4,26300.0,1823.0,29.87,50.0,กุมภาพันธ์,2564
15/02/2564 09:23,1.0,25750.0,25850.0,25286.88,26350.0,1826.5,29.88,0.0,กุมภาพันธ์,2564
13/02/2564 09:17,1.0,25750.0,25850.0,25286.88,26350.0,1824.0,29.9,50.0,กุมภาพันธ์,2564
12/02/2564 16:14,4.0,25700.0,25800.0,25241.4,26300.0,1817.0,29.94,50.0,กุมภาพันธ์,2564
12/02/2564 15:41,3.0,25650.0,25750.0,25180.76,26250.0,1813.5,29.95,50.0,กุมภาพันธ์,2564
12/02/2564 15:08,2.0,25700.0,25800.0,25241.4,26300.0,1817.0,29.94,50.0,กุมภาพันธ์,2564
12/02/2564 09:32,1.0,25750.0,25850.0,25286.88,26350.0,1822.5,29.92,250.0,กุมภาพันธ์,2564
11/02/2564 14:02,2.0,26000.0,26100.0,25529.44,26600.0,1842.0,29.93,50.0,กุมภาพันธ์,2564
11/02/2564 09:40,1.0,25950.0,26050.0,25483.96,26550.0,1837.5,29.94,0.0,กุมภาพันธ์,2564
10/02/2564 17:00,5.0,25950.0,26050.0,25483.96,26550.0,1839.5,29.93,50.0,กุมภาพันธ์,2564
10/02/2564 15:12,4.0,26000.0,26100.0,25529.44,26600.0,1843.0,29.92,50.0,กุมภาพันธ์,2564
10/02/2564 14:26,3.0,26050.0,26150.0,25574.92,26650.0,1846.5,29.92,50.0,กุมภาพันธ์,2564
10/02/2564 09:43,2.0,26000.0,26100.0,25529.44,26600.0,1842.5,29.93,50.0,กุมภาพันธ์,2564
10/02/2564 09:25,1.0,25950.0,26050.0,25483.96,26550.0,1839.5,29.93,100.0,กุมภาพันธ์,2564
09/02/2564 15:58,5.0,26050.0,26150.0,25574.92,26650.0,1844.0,29.97,50.0,กุมภาพันธ์,2564
09/02/2564 15:39,4.0,26000.0,26100.0,25529.44,26600.0,1839.5,29.98,50.0,กุมภาพันธ์,2564
09/02/2564 14:49,3.0,26050.0,26150.0,25574.92,26650.0,1842.5,29.99,50.0,กุมภาพันธ์,2564
09/02/2564 09:37,2.0,26000.0,26100.0,25529.44,26600.0,1841.0,29.97,50.0,กุมภาพันธ์,2564
09/02/2564 09:25,1.0,25950.0,26050.0,25483.96,26550.0,1838.5,29.97,250.0,กุมภาพันธ์,2564
08/02/2564 15:17,3.0,25700.0,25800.0,25241.4,26300.0,1812.0,30.05,50.0,กุมภาพันธ์,2564
08/02/2564 14:08,2.0,25750.0,25850.0,25286.88,26350.0,1816.5,30.04,50.0,กุมภาพันธ์,2564
08/02/2564 09:22,1.0,25700.0,25800.0,25241.4,26300.0,1812.0,30.06,0.0,กุมภาพันธ์,2564
06/02/2564 09:06,1.0,25700.0,25800.0,25241.4,26300.0,1814.0,30.04,50.0,กุมภาพันธ์,2564
05/02/2564 16:21,5.0,25650.0,25750.0,25180.76,26250.0,1806.0,30.1,50.0,กุมภาพันธ์,2564
05/02/2564 15:25,4.0,25700.0,25800.0,25241.4,26300.0,1808.5,30.11,50.0,กุมภาพันธ์,2564
05/02/2564 15:12,3.0,25650.0,25750.0,25180.76,26250.0,1805.0,30.11,50.0,กุมภาพันธ์,2564
05/02/2564 14:12,2.0,25600.0,25700.0,25135.28,26200.0,1800.0,30.13,50.0,กุมภาพันธ์,2564
05/02/2564 09:26,1.0,25550.0,25650.0,25089.8,26150.0,1796.5,30.12,250.0,กุมภาพันธ์,2564
04/02/2564 16:33,9.0,25800.0,25900.0,25332.36,26400.0,1815.5,30.07,50.0,กุมภาพันธ์,2564
04/02/2564 16:16,8.0,25750.0,25850.0,25286.88,26350.0,1812.5,30.07,50.0,กุมภาพันธ์,2564
04/02/2564 16:14,7.0,25800.0,25900.0,25332.36,26400.0,1816.5,30.06,50.0,กุมภาพันธ์,2564
04/02/2564 15:27,6.0,25850.0,25950.0,25377.84,26450.0,1822.0,30.06,50.0,กุมภาพันธ์,2564
04/02/2564 14:25,5.0,25900.0,26000.0,25438.48,26500.0,1825.5,30.06,50.0,กุมภาพันธ์,2564
04/02/2564 13:20,4.0,25850.0,25950.0,25377.84,26450.0,1821.0,30.06,50.0,กุมภาพันธ์,2564
04/02/2564 12:55,3.0,25800.0,25900.0,25332.36,26400.0,1817.5,30.06,50.0,กุมภาพันธ์,2564
04/02/2564 09:58,2.0,25850.0,25950.0,25377.84,26450.0,1823.0,30.03,50.0,กุมภาพันธ์,2564
04/02/2564 09:26,1.0,25900.0,26000.0,25438.48,26500.0,1826.0,30.03,150.0,กุมภาพันธ์,2564
03/02/2564 13:11,2.0,26050.0,26150.0,25574.92,26650.0,1837.5,30.05,50.0,กุมภาพันธ์,2564
03/02/2564 09:25,1.0,26100.0,26200.0,25635.56,26700.0,1844.0,30.02,100.0,กุมภาพันธ์,2564
02/02/2564 16:55,5.0,26200.0,26300.0,25726.52,26800.0,1851.0,29.99,50.0,กุมภาพันธ์,2564
02/02/2564 14:58,4.0,26150.0,26250.0,25681.04,26750.0,1847.0,30.0,50.0,กุมภาพันธ์,2564
02/02/2564 14:17,3.0,26200.0,26300.0,25726.52,26800.0,1850.0,30.0,50.0,กุมภาพันธ์,2564
02/02/2564 10:12,2.0,26250.0,26350.0,25772.0,26850.0,1856.0,29.98,50.0,กุมภาพันธ์,2564
02/02/2564 09:26,1.0,26300.0,26400.0,25832.64,26900.0,1862.0,29.97,50.0,กุมภาพันธ์,2564
01/02/2564 15:45,7.0,26350.0,26450.0,25878.12,26950.0,1864.0,29.98,50.0,กุมภาพันธ์,2564
01/02/2564 15:33,6.0,26300.0,26400.0,25832.64,26900.0,1862.0,29.97,50.0,กุมภาพันธ์,2564
01/02/2564 15:15,5.0,26350.0,26450.0,25878.12,26950.0,1867.5,29.93,50.0,กุมภาพันธ์,2564
01/02/2564 13:19,4.0,26300.0,26400.0,25832.64,26900.0,1863.5,29.93,50.0,กุมภาพันธ์,2564
01/02/2564 09:48,3.0,26250.0,26350.0,25772.0,26850.0,1860.0,29.92,50.0,กุมภาพันธ์,2564
01/02/2564 09:33,2.0,26200.0,26300.0,25726.52,26800.0,1858.0,29.91,50.0,กุมภาพันธ์,2564
01/02/2564 09:27,1.0,26150.0,26250.0,25681.04,26750.0,1855.5,29.91,50.0,กุมภาพันธ์,2564
31/03/2564 16:35,5.0,24900.0,25000.0,24453.08,25500.0,1687.0,31.26,50.0,มีนาคม,2564
31/03/2564 14:06,4.0,24950.0,25050.0,24498.56,25550.0,1685.5,31.37,50.0,มีนาคม,2564
31/03/2564 13:42,3.0,25000.0,25100.0,24544.04,25600.0,1688.0,31.38,50.0,มีนาคม,2564
31/03/2564 12:55,2.0,24950.0,25050.0,24498.56,25550.0,1683.0,31.4,50.0,มีนาคม,2564
31/03/2564 09:22,1.0,24900.0,25000.0,24453.08,25500.0,1682.5,31.35,150.0,มีนาคม,2564
30/03/2564 14:42,4.0,25050.0,25150.0,24604.68,25650.0,1700.0,31.22,50.0,มีนาคม,2564
30/03/2564 14:29,3.0,25100.0,25200.0,24650.16,25700.0,1702.5,31.21,50.0,มีนาคม,2564
30/03/2564 10:05,2.0,25150.0,25250.0,24695.64,25750.0,1706.0,31.24,50.0,มีนาคม,2564
30/03/2564 09:29,1.0,25200.0,25300.0,24741.12,25800.0,1709.5,31.24,200.0,มีนาคม,2564
29/03/2564 14:00,4.0,25400.0,25500.0,24938.2,26000.0,1725.5,31.21,50.0,มีนาคม,2564
29/03/2564 11:11,3.0,25450.0,25550.0,24998.84,26050.0,1729.0,31.21,50.0,มีนาคม,2564
29/03/2564 10:02,2.0,25500.0,25600.0,25044.32,26100.0,1732.5,31.21,50.0,มีนาคม,2564
29/03/2564 09:29,1.0,25450.0,25550.0,24998.84,26050.0,1732.0,31.18,0.0,มีนาคม,2564
27/03/2564 09:23,1.0,25450.0,25550.0,24998.84,26050.0,1733.0,31.14,100.0,มีนาคม,2564
26/03/2564 15:04,3.0,25350.0,25450.0,24892.72,25950.0,1726.5,31.11,50.0,มีนาคม,2564
26/03/2564 09:53,2.0,25400.0,25500.0,24938.2,26000.0,1725.5,31.18,50.0,มีนาคม,2564
26/03/2564 09:32,1.0,25450.0,25550.0,24998.84,26050.0,1727.0,31.21,0.0,มีนาคม,2564
25/03/2564 10:14,2.0,25450.0,25550.0,24998.84,26050.0,1737.0,31.07,50.0,มีนาคม,2564
25/03/2564 09:33,1.0,25400.0,25500.0,24938.2,26000.0,1734.5,31.06,50.0,มีนาคม,2564
24/03/2564 09:39,2.0,25350.0,25450.0,24892.72,25950.0,1732.5,31.02,50.0,มีนาคม,2564
24/03/2564 09:28,1.0,25300.0,25400.0,24847.24,25900.0,1731.5,31.01,100.0,มีนาคม,2564
23/03/2564 17:12,3.0,25400.0,25500.0,24938.2,26000.0,1740.0,30.96,50.0,มีนาคม,2564
23/03/2564 09:58,2.0,25350.0,25450.0,24892.72,25950.0,1734.5,31.0,50.0,มีนาคม,2564
23/03/2564 09:26,1.0,25300.0,25400.0,24847.24,25900.0,1732.5,30.99,50.0,มีนาคม,2564
22/03/2564 13:19,4.0,25250.0,25350.0,24801.76,25850.0,1731.0,30.9,50.0,มีนาคม,2564
22/03/2564 13:04,3.0,25300.0,25400.0,24847.24,25900.0,1735.5,30.9,50.0,มีนาคม,2564
22/03/2564 10:19,2.0,25350.0,25450.0,24892.72,25950.0,1740.0,30.89,50.0,มีนาคม,2564
22/03/2564 09:25,1.0,25300.0,25400.0,24847.24,25900.0,1736.5,30.9,0.0,มีนาคม,2564
20/03/2564 09:22,1.0,25300.0,25400.0,24847.24,25900.0,1745.0,30.79,0.0,มีนาคม,2564
19/03/2564 13:26,2.0,25300.0,25400.0,24847.24,25900.0,1741.0,30.85,50.0,มีนาคม,2564
19/03/2564 09:33,1.0,25250.0,25350.0,24801.76,25850.0,1731.0,30.96,50.0,มีนาคม,2564
18/03/2564 14:32,4.0,25300.0,25400.0,24847.24,25900.0,1741.0,30.79,50.0,มีนาคม,2564
18/03/2564 14:27,3.0,25350.0,25450.0,24892.72,25950.0,1746.0,30.79,50.0,มีนาคม,2564
18/03/2564 09:40,2.0,25400.0,25500.0,24938.2,26000.0,1754.5,30.74,50.0,มีนาคม,2564
18/03/2564 09:28,1.0,25350.0,25450.0,24892.72,25950.0,1752.0,30.74,150.0,มีนาคม,2564
17/03/2564 15:25,4.0,25200.0,25300.0,24741.12,25800.0,1735.0,30.81,50.0,มีนาคม,2564
17/03/2564 12:08,3.0,25250.0,25350.0,24801.76,25850.0,1737.0,30.83,50.0,มีนาคม,2564
