Date,Close,High,Low,Open,Volume,Year_Scraped
,CL=F,CL=F,CL=F,CL=F,CL=F,
2023-01-03,76.93000030517578,81.5,76.5999984741211,80.56999969482422,338520,2566
2023-01-04,72.83999633789062,77.41999816894531,72.7300033569336,77.25,352434,2566
2023-01-05,73.66999816894531,74.91999816894531,72.45999908447266,73.25,300731,2566
2023-01-06,73.7699966430664,75.47000122070312,73.23999786376953,73.97000122070312,258128,2566
2023-01-09,74.62999725341797,76.73999786376953,73.47000122070312,73.47000122070312,329290,2566
2023-01-10,75.12000274658203,75.91999816894531,73.83999633789062,74.86000061035156,307430,2566
2023-01-11,77.41000366210938,77.83999633789062,74.30999755859375,74.77999877929688,350891,2566
2023-01-12,78.38999938964844,79.16000366210938,77.0999984741211,77.69999694824219,307705,2566
2023-01-13,79.86000061035156,80.11000061035156,77.97000122070312,78.31999969482422,283539,2566
2023-01-17,80.18000030517578,81.2300033569336,78.52999877929688,80.0999984741211,312275,2566
2023-01-18,79.4800033569336,82.37999725341797,78.94000244140625,80.97000122070312,92549,2566
2023-01-19,80.33000183105469,81.18000030517578,78.12999725341797,79.13999938964844,58863,2566
2023-01-20,81.30999755859375,81.63999938964844,79.69000244140625,80.5999984741211,300145,2566
2023-01-23,81.62000274658203,82.63999938964844,81.05000305175781,81.79000091552734,297076,2566
2023-01-24,80.12999725341797,82.22000122070312,79.66000366210938,81.62000274658203,288207,2566
2023-01-25,80.1500015258789,81.2300033569336,79.44999694824219,80.26000213623047,297234,2566
2023-01-26,81.01000213623047,82.13999938964844,79.91999816894531,80.4800033569336,291060,2566
2023-01-27,79.68000030517578,82.4800033569336,79.04000091552734,81.22000122070312,367588,2566
2023-01-30,77.9000015258789,80.48999786376953,77.66000366210938,80.04000091552734,327426,2566
2023-01-31,78.87000274658203,79.25,76.55000305175781,77.91000366210938,312734,2566
2023-02-01,76.41000366210938,79.7300033569336,76.05000305175781,79.05999755859375,360859,2566
2023-02-02,75.87999725341797,77.23999786376953,74.97000122070312,76.79000091552734,339755,2566
2023-02-03,73.38999938964844,78.0,73.0999984741211,75.91999816894531,413414,2566
2023-02-06,74.11000061035156,74.51000213623047,72.25,73.2300033569336,380028,2566
2023-02-07,77.13999938964844,77.5999984741211,74.3499984741211,74.56999969482422,408279,2566
2023-02-08,78.47000122070312,78.56999969482422,77.08000183105469,77.48999786376953,353468,2566
2023-02-09,78.05999755859375,78.83999633789062,76.5199966430664,78.44999694824219,324156,2566
2023-02-10,79.72000122070312,80.33000183105469,77.47000122070312,77.68000030517578,356062,2566
2023-02-13,80.13999938964844,80.62000274658203,78.44999694824219,79.94000244140625,301299,2566
2023-02-14,79.05999755859375,79.61000061035156,77.45999908447266,79.05999755859375,299938,2566
2023-02-15,78.58999633789062,79.1500015258789,77.25,78.83000183105469,264486,2566
2023-02-16,78.48999786376953,79.54000091552734,77.91999816894531,78.54000091552734,117600,2566
2023-02-17,76.33999633789062,78.25,75.05999755859375,78.06999969482422,93267,2566
2023-02-21,76.16000366210938,77.51000213623047,75.69000244140625,76.52999877929688,402351,2566
