Date,Close,High,Low,Open,Volume,Year_Scraped
2022-05-18,109.58999633789062,115.41999816894531,108.45999908447266,113.66000366210938,103669,2565
2022-05-19,112.20999908447266,112.62000274658203,105.12999725341797,109.08999633789062,68511,2565
2022-05-20,113.2300033569336,114.04000091552734,110.8499984741211,111.44999694824219,229930,2565
2022-05-23,110.29000091552734,111.95999908447266,109.1500015258789,110.55999755859375,215623,2565
2022-05-24,109.7699966430664,111.43000030517578,108.61000061035156,110.41000366210938,224794,2565
2022-05-25,110.33000183105469,111.68000030517578,109.2300033569336,110.38999938964844,191370,2565
2022-05-26,114.08999633789062,114.83000183105469,110.2699966430664,110.69000244140625,234752,2565
2022-05-27,115.06999969482422,115.30000305175781,112.8499984741211,114.19999694824219,217281,2565
2022-05-31,114.66999816894531,119.9800033569336,114.1500015258789,114.95999908447266,440796,2565
2022-06-01,115.26000213623047,117.87000274658203,114.58000183105469,115.4000015258789,290530,2565
2022-06-02,116.87000274658203,117.7699966430664,111.19999694824219,114.80000305175781,327600,2565
2022-06-03,118.87000274658203,120.45999908447266,115.2300033569336,117.55000305175781,240831,2565
2022-06-06,118.5,120.98999786376953,117.62999725341797,120.81999969482422,246825,2565
2022-06-07,119.41000366210938,120.36000061035156,117.13999938964844,119.0999984741211,341694,2565
2022-06-08,122.11000061035156,123.18000030517578,119.30000305175781,119.79000091552734,340591,2565
2022-06-09,121.51000213623047,122.72000122070312,120.79000091552734,122.43000030517578,293295,2565
2022-06-10,120.66999816894531,122.75,118.33000183105469,121.45999908447266,352906,2565
2022-06-13,120.93000030517578,122.25,117.47000122070312,120.19000244140625,372403,2565
2022-06-14,118.93000030517578,123.68000030517578,116.62000274658203,121.08999633789062,366320,2565
2022-06-15,115.30999755859375,119.61000061035156,114.5999984741211,119.06999969482422,301750,2565
2022-06-16,117.58999633789062,118.08000183105469,112.30999755859375,115.9800033569336,162543,2565
2022-06-17,109.55999755859375,118.97000122070312,108.25,117.08000183105469,103149,2565
2022-06-21,110.6500015258789,112.47000122070312,108.72000122070312,110.58000183105469,427262,2565
2022-06-22,106.19000244140625,109.76000213623047,101.52999877929688,109.54000091552734,432724,2565
2022-06-23,104.2699966430664,107.05000305175781,102.31999969482422,104.41999816894531,346362,2565
2022-06-24,107.62000274658203,108.58000183105469,103.63999938964844,103.98999786376953,321591,2565
2022-06-27,109.56999969482422,110.54000091552734,105.5999984741211,107.22000122070312,282914,2565
2022-06-28,111.76000213623047,112.22000122070312,109.62000274658203,110.18000030517578,306748,2565
2022-06-29,109.77999877929688,114.05000305175781,109.22000122070312,111.86000061035156,322060,2565
2022-06-30,105.76000213623047,110.44999694824219,105.0999984741211,109.69999694824219,362890,2565
2022-07-01,108.43000030517578,109.33999633789062,104.55999755859375,106.01000213623047,305338,2565
2022-07-05,99.5,111.44999694824219,97.43000030517578,108.80000305175781,594215,2565
2022-07-06,98.52999877929688,102.13999938964844,95.0999984741211,100.36000061035156,444106,2565
2022-07-07,102.7300033569336,104.4800033569336,96.56999969482422,98.22000122070312,379861,2565
2022-07-08,104.79000091552734,105.23999786376953,101.51000213623047,102.22000122070312,327461,2565
2022-07-11,104.08999633789062,105.05000305175781,100.88999938964844,104.79000091552734,348566,2565
2022-07-12,95.83999633789062,103.48999786376953,95.3499984741211,103.45999908447266,398552,2565
2022-07-13,96.30000305175781,97.95999908447266,93.66999816894531,95.88999938964844,347193,2565
2022-07-14,95.77999877929688,97.0,90.55999755859375,96.56999969482422,387528,2565
2022-07-15,97.58999633789062,99.02999877929688,94.56999969482422,96.38999938964844,240766,2565
2022-07-18,102.5999984741211,102.80000305175781,95.8499984741211,97.2699966430664,84669,2565
2022-07-19,104.22000122070312,104.45999908447266,99.8499984741211,102.0,63149,2565
2022-07-20,102.26000213623047,104.38999938964844,101.51000213623047,103.5999984741211,315620,2565
2022-07-21,96.3499984741211,99.98999786376953,94.58999633789062,99.91000366210938,318911,2565
2022-07-22,94.69999694824219,97.94999694824219,94.2300033569336,96.51000213623047,307568,2565
2022-07-25,96.69999694824219,96.94000244140625,93.01000213623047,95.0999984741211,278998,2565
2022-07-26,94.9800033569336,99.0,94.76000213623047,96.33000183105469,310043,2565
2022-07-27,97.26000213623047,98.58999633789062,94.30000305175781,95.5999984741211,321903,2565
2022-07-28,96.41999816894531,99.83999633789062,96.04000091552734,98.16999816894531,318403,2565
2022-07-29,98.62000274658203,101.87999725341797,96.41000366210938,97.30000305175781,349374,2565
2022-08-01,93.88999938964844,98.6500015258789,92.41999816894531,98.45999908447266,365293,2565
2022-08-02,94.41999816894531,96.47000122070312,92.58999633789062,93.75,328538,2565
2022-08-03,90.66000366210938,96.56999969482422,90.37999725341797,93.83000183105469,395099,2565
2022-08-04,88.54000091552734,91.9000015258789,87.55000305175781,90.94999694824219,334931,2565
2022-08-05,89.01000213623047,90.76000213623047,87.01000213623047,88.05999755859375,350016,2565
2022-08-08,90.76000213623047,90.88999938964844,87.22000122070312,88.45999908447266,340157,2565
2022-08-09,90.5,92.6500015258789,89.05000305175781,90.69000244140625,347045,2565
2022-08-10,91.93000030517578,92.43000030517578,87.66000366210938,90.51000213623047,383766,2565
2022-08-11,94.33999633789062,95.05000305175781,91.23999786376953,91.55000305175781,341234,2565
2022-08-12,92.08999633789062,94.80999755859375,91.16000366210938,94.08999633789062,264953,2565
2022-08-15,89.41000366210938,92.0999984741211,86.81999969482422,91.94000244140625,275443,2565
2022-08-16,86.52999877929688,90.6500015258789,85.7300033569336,87.93000030517578,305366,2565
2022-08-17,88.11000061035156,89.16000366210938,85.87999725341797,87.0999984741211,230346,2565
2022-08-18,90.5,91.45999908447266,87.31999969482422,87.38999938964844,80029,2565
2022-08-19,90.7699966430664,92.08999633789062,88.37999725341797,90.38999938964844,58714,2565
2022-08-22,90.2300033569336,91.26000213623047,86.5999984741211,89.6500015258789,352665,2565
2022-08-23,93.73999786376953,94.22000122070312,90.41999816894531,90.55000305175781,285607,2565
2022-08-24,94.88999938964844,95.4000015258789,92.79000091552734,93.77999877929688,320388,2565
2022-08-25,92.5199966430664,95.76000213623047,92.29000091552734,95.3499984741211,279877,2565
2022-08-26,93.05999755859375,94.0199966430664,91.08000183105469,93.05999755859375,288392,2565
2022-08-29,97.01000213623047,97.37000274658203,92.29000091552734,92.95999908447266,283463,2565
2022-08-30,91.63999938964844,97.66000366210938,90.54000091552734,96.9000015258789,386272,2565
2022-08-31,89.55000305175781,92.7300033569336,88.2699966430664,92.30999755859375,344147,2565
2022-09-01,86.61000061035156,89.62999725341797,85.9800033569336,88.83000183105469,305106,2565
2022-09-02,86.87000274658203,89.66000366210938,86.3499984741211,86.55999755859375,277533,2565
2022-09-06,86.87999725341797,90.38999938964844,86.18000030517578,86.83999633789062,420255,2565
2022-09-07,81.94000244140625,87.76000213623047,81.5,86.93000030517578,380781,2565
2022-09-08,83.54000091552734,84.25,81.19999694824219,81.91000366210938,342763,2565
2022-09-09,86.79000091552734,87.19999694824219,82.70999908447266,82.80000305175781,305188,2565
2022-09-12,87.77999877929688,89.0999984741211,85.16000366210938,86.25,275104,2565
2022-09-13,87.30999755859375,89.30999755859375,85.05999755859375,88.08999633789062,347998,2565
2022-09-14,88.4800033569336,90.19000244140625,86.18000030517578,87.94000244140625,335381,2565
2022-09-15,85.0999984741211,89.1500015258789,84.52999877929688,88.91000366210938,235358,2565
2022-09-16,85.11000061035156,86.58999633789062,84.2699966430664,85.16000366210938,87829,2565
2022-09-19,85.7300033569336,86.22000122070312,82.0999984741211,85.20999908447266,59626,2565
2022-09-20,84.44999694824219,86.44999694824219,83.5199966430664,85.61000061035156,279813,2565
2022-09-21,82.94000244140625,86.68000030517578,82.48999786376953,84.25,339683,2565
2022-09-22,83.48999786376953,86.0,82.4000015258789,83.06999969482422,303492,2565
2022-09-23,78.73999786376953,83.91999816894531,78.04000091552734,83.54000091552734,334271,2565
2022-09-26,76.70999908447266,80.30999755859375,76.25,79.2300033569336,280927,2565
2022-09-27,78.5,79.51000213623047,76.41999816894531,76.47000122070312,283614,2565
2022-09-28,82.1500015258789,82.33999633789062,76.55000305175781,78.08000183105469,324678,2565
2022-09-29,81.2300033569336,82.94000244140625,80.33999633789062,81.9000015258789,286126,2565
2022-09-30,79.48999786376953,82.55999755859375,79.13999938964844,81.73999786376953,253154,2565
2022-10-03,83.62999725341797,84.55999755859375,80.87000274658203,81.0199966430664,287168,2565
2022-10-04,86.5199966430664,86.9800033569336,83.22000122070312,83.22000122070312,302549,2565
2022-10-05,87.76000213623047,88.41999816894531,85.41999816894531,86.37000274658203,329790,2565
2022-10-06,88.44999694824219,89.06999969482422,87.04000091552734,88.08000183105469,235296,2565
2022-10-07,92.63999938964844,93.30999755859375,88.0,88.93000030517578,429162,2565
2022-10-10,91.12999725341797,93.63999938964844,90.54000091552734,93.4800033569336,289508,2565
2022-10-11,89.3499984741211,91.3499984741211,87.91000366210938,91.13999938964844,333158,2565
2022-10-12,87.2699966430664,90.06999969482422,86.27999877929688,88.66999816894531,332271,2565
2022-10-13,89.11000061035156,89.66000366210938,85.55999755859375,87.08000183105469,298032,2565
2022-10-14,85.61000061035156,89.7300033569336,85.19999694824219,89.2699966430664,237026,2565
2022-10-17,85.45999908447266,87.12000274658203,84.61000061035156,85.58999633789062,172020,2565
2022-10-18,82.81999969482422,86.51000213623047,82.08999633789062,85.69999694824219,97304,2565
2022-10-19,85.55000305175781,86.19999694824219,82.58999633789062,83.69000244140625,71309,2565
2022-10-20,85.9800033569336,88.16999816894531,85.22000122070312,85.94000244140625,338344,2565
2022-10-21,85.05000305175781,85.9000015258789,83.1500015258789,85.06999969482422,272803,2565
2022-10-24,84.58000183105469,85.91999816894531,82.62999725341797,85.23999786376953,250726,2565
2022-10-25,85.31999969482422,86.02999877929688,83.05999755859375,84.87999725341797,240441,2565
2022-10-26,87.91000366210938,88.41000366210938,84.13999938964844,85.06999969482422,287182,2565
2022-10-27,89.08000183105469,89.79000091552734,87.33000183105469,88.26000213623047,292556,2565
2022-10-28,87.9000015258789,88.76000213623047,87.08000183105469,88.66999816894531,263404,2565
2022-10-31,86.52999877929688,88.6500015258789,85.30000305175781,88.38999938964844,285342,2565
2022-11-01,88.37000274658203,89.44999694824219,85.91999816894531,86.43000030517578,274321,2565
2022-11-02,90.0,90.36000061035156,87.72000122070312,88.62000274658203,280961,2565
2022-11-03,88.16999816894531,89.66999816894531,87.5999984741211,89.3499984741211,239816,2565
2022-11-04,92.61000061035156,92.87000274658203,87.81999969482422,87.9000015258789,354060,2565
2022-11-07,91.79000091552734,93.73999786376953,90.4000015258789,91.0,322419,2565
2022-11-08,88.91000366210938,92.16999816894531,88.5199966430664,91.87000274658203,344223,2565
2022-11-09,85.83000183105469,89.23999786376953,85.5,88.56999969482422,388301,2565
2022-11-10,86.47000122070312,87.3499984741211,84.69999694824219,85.8499984741211,340007,2565
2022-11-11,88.95999908447266,90.0999984741211,86.18000030517578,86.2699966430664,301664,2565
2022-11-14,85.87000274658203,89.83999633789062,85.1500015258789,89.0199966430664,315450,2565
2022-11-15,86.91999816894531,88.68000030517578,84.05999755859375,85.25,331709,2565
2022-11-16,85.58999633789062,87.51000213623047,84.19999694824219,86.88999938964844,225668,2565
2022-11-17,81.63999938964844,85.44999694824219,81.4000015258789,85.22000122070312,138476,2565
2022-11-18,80.08000183105469,82.63999938964844,77.23999786376953,82.08999633789062,96583,2565
2022-11-21,79.7300033569336,80.30000305175781,75.08000183105469,80.30000305175781,475104,2565
2022-11-22,80.94999694824219,82.36000061035156,79.8499984741211,80.22000122070312,269615,2565
2022-11-23,77.94000244140625,81.94999694824219,76.83000183105469,81.08000183105469,379145,2565
2022-11-25,76.27999877929688,79.9000015258789,76.22000122070312,77.51000213623047,266451,2565
2022-11-28,77.23999786376953,77.83999633789062,73.5999984741211,75.93000030517578,405033,2565
2022-11-29,78.19999694824219,79.6500015258789,76.29000091552734,76.54000091552734,381869,2565
2022-11-30,80.55000305175781,81.37999725341797,78.4000015258789,79.0,287534,2565
2022-12-01,81.22000122070312,83.33999633789062,79.93000030517578,80.4000015258789,321432,2565
2022-12-02,79.9800033569336,82.22000122070312,79.6500015258789,81.47000122070312,280235,2565
2022-12-05,76.93000030517578,82.72000122070312,76.7699966430664,79.98999786376953,346657,2565
2022-12-06,74.25,77.87999725341797,73.41000366210938,77.3499984741211,380598,2565
2022-12-07,72.01000213623047,75.37999725341797,71.75,74.55000305175781,392236,2565
2022-12-08,71.45999908447266,75.44000244140625,71.12000274658203,72.37999725341797,474459,2565
2022-12-09,71.0199966430664,72.91999816894531,70.08000183105469,71.8499984741211,356722,2565
2022-12-12,73.16999816894531,73.98999786376953,70.25,71.79000091552734,323553,2565
2022-12-13,75.38999938964844,76.37000274658203,73.20999908447266,73.29000091552734,352858,2565
2022-12-14,77.27999877929688,77.75,74.9000015258789,75.2699966430664,292488,2565
2022-12-15,76.11000061035156,77.7699966430664,75.33000183105469,77.37000274658203,224663,2565
2022-12-16,74.29000091552734,76.56999969482422,73.33000183105469,76.37000274658203,99205,2565
2022-12-19,75.19000244140625,76.41000366210938,73.80999755859375,74.5,69348,2565
2022-12-20,76.08999633789062,76.75,74.30999755859375,75.69999694824219,254792,2565
2022-12-21,78.29000091552734,78.61000061035156,75.80000305175781,75.98999786376953,234624,2565
2022-12-22,77.48999786376953,79.9000015258789,77.02999877929688,78.43000030517578,219142,2565
2022-12-23,79.55999755859375,80.33000183105469,77.9800033569336,78.18000030517578,237711,2565
2022-12-27,79.52999877929688,81.18000030517578,79.16000366210938,79.9000015258789,199601,2565
2022-12-28,78.95999908447266,79.91999816894531,77.30000305175781,79.88999938964844,207717,2565
2022-12-29,78.4000015258789,78.81999969482422,76.79000091552734,78.81999969482422,199858,2565
2022-12-30,80.26000213623047,80.66999816894531,77.70999908447266,78.7300033569336,205909,2565
